,BUSCADOR DE CARRERAS 2026,,,,,,,,,,,,,,,,,,Porcentaje de matriculados según establecimiento de origen,,,,,,,,,,,Ponderaciones,,,,,,,,
Código único de carrera ,Código institución ,Área del conocimiento,Tipo de institución,Nombre institución,Nombre carrera,Región,Jornada,Sede,Arancel Anual 2026,Costo de titulación,Duración Formal (semestres),Nivel carrera ,Matrícula Total Femenina 2025,Matrícula Total Masculina 2025,Matrícula Total 2025,Matrícula 1er año Femenina 2025,Matrícula 1er año Masculina 2025,Matrícula 1er año Total 2025,Municipal y Servicios Locales,Particular Subvencionado ,Particular Pagado,Administración Delegada,Titulación Femenina 2024,Titlación Masculina 2024,Titulación Total 2024,Rango ingreso a 1er año con PAES 2025,Promedio PAES 2025 de Matrícula 1er año 2025,Promedio NEM 2025 de Matrícula 2025,Vacantes 1er semestre ,NEM,Ranking ,PAES Lenguaje,PAES Matemáticas ,PAES Matemáticas 2,PAES Historia ,PAES Ciencias ,Otros ,Área Carrera Genérica
I2S1C221J1V1,2,Tecnología,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA CIVIL INDUSTRIAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.080.000,$ 438.109,10,Profesional,133,209,342,39,43,82,16.0%,70.9%,9.2%,3.9%,19,21,40, 80% <= X <= 100% , 648.0 , 6.2 ,70,10,30,10,35,5,0,10,0,Ingeniería Civil Industrial
I2S1C222J1V1,2,Tecnología,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA CIVIL INFORMATICA Y TELECOMUNICACIONES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.080.000,$ 509.243,10,Profesional,56,349,405,16,105,121,19.0%,68.9%,7.5%,4.5%,1,22,23, 80% <= X <= 100% , 624.9 , 6.1 ,100,10,30,10,35,5,0,10,0,Ingeniería Civil en Computación e Informática
I2S1C224J1V1,2,Administración y Comercio,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA EN INFORMACION Y CONTROL DE GESTION,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 5.180.000,$ 364.000,9,Profesional,87,100,187,27,24,51,22.3%,61.4%,7.6%,8.7%,14,12,26, 80% <= X <= 100% , 605.7 , 6.1 ,38,10,30,15,35,0,10,10,0,Ingeniería en Control de Gestión
I2S1C23J1V2,2,Educación,Universidades,UNIVERSIDAD FINIS TERRAE,PROGRAMA DE FORMACION PEDAGOGICA EN EDUCACION MEDIA PARA LICENCIADOS Y PROFESIONALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.510.000,$ 364.000,3,Profesional,31,11,42,0,0,0,25.6%,41.0%,33.3%,0.0%,8,10,18, - , - , 6.1 ,40,0,0,0,0,0,0,0,0,Programas de Formación Pedagógica
I2S1C26J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,LICENCIATURA EN ARTES VISUALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 5.980.000,$ 371.289,8,Profesional,238,48,286,62,9,71,16.7%,53.1%,28.0%,2.2%,39,8,47, 60% <= X < 80% , 573.1 , 6.1 ,70,20,20,25,25,0,10,10,0,Artes y Licenciatura en Artes
I2S1C27J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,LICENCIATURA EN HISTORIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 5.480.000,$ 364.000,8,Profesional,27,36,63,4,6,10,9.7%,64.5%,17.7%,8.1%,3,5,8, - , - , 5.8 ,20,10,20,25,10,0,35,0,0,Historia
I2S1C296J1V1,2,Administración y Comercio,Universidades,UNIVERSIDAD FINIS TERRAE,DIRECCION Y GESTION DE ARTES CULINARIAS,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.090.000,$ 364.000,8,Profesional,116,69,185,33,22,55,16.9%,54.1%,27.9%,1.1%,15,5,20, 80% <= X <= 100% , 700.8 , 6.4 ,35,10,30,20,30,0,10,10,0,Administración Gastronómica
I2S1C2J1V2,2,Derecho,Universidades,UNIVERSIDAD FINIS TERRAE,DERECHO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.650.000,$ 430.907,10,Profesional,338,241,579,142,98,240,17.1%,68.9%,11.7%,2.3%,0,0,0, 80% <= X <= 100% , 618.6 , 6.2 ,225,20,20,30,10,0,20,0,0,Derecho
I2S1C306J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,PSICOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.650.000,$ 364.000,10,Profesional,454,138,592,96,32,128,18.8%,61.3%,18.1%,1.9%,63,20,83, 80% <= X <= 100% , 644.1 , 6.4 ,115,20,30,20,20,0,10,10,0,Psicología
I2S1C307J1V2,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,PUBLICIDAD,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.760.000,$ 364.000,9,Profesional,315,137,452,82,30,112,15.7%,67.6%,14.6%,2.0%,21,23,44, 80% <= X <= 100% , 571.8 , 6.0 ,70,10,25,45,10,0,10,10,0,Publicidad
I2S1C3J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,ARQUITECTURA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.590.000,$ 373.415,11,Profesional,238,210,448,50,42,92,18.8%,61.8%,16.1%,3.4%,19,13,32, 80% <= X <= 100% , 632.0 , 6.1 ,85,15,25,20,30,0,10,10,0,Arquitectura
I2S1C4J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,DISEÑO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.320.000,$ 371.289,9,Profesional,300,74,374,73,14,87,15.1%,55.9%,27.1%,1.9%,30,4,34, 80% <= X <= 100% , 588.7 , 6.2 ,80,15,25,25,25,0,10,10,0,Diseño
I2S1C525J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,ACTUACION Y CREACION TEATRAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.660.000,$ 371.289,8,Profesional,56,10,66,20,4,24,13.8%,50.8%,33.8%,1.5%,0,0,0, - , - , 6.3 ,24,10,10,10,10,0,10,10,50,Actuación y Teatro
I2S1C580J1V1,2,Tecnología,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA CIVIL EN INTELIGENCIA ARTIFICIAL Y REALIDAD VIRTUAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.080.000,$ 509.243,10,Profesional,22,59,81,10,27,37,26.6%,57.0%,16.5%,0.0%,0,0,0, 80% <= X <= 100% , 635.0 , 6.1 ,35,10,30,10,35,5,0,10,0,Otras Ingenierías Civiles
I2S1C5J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,PERIODISMO Y COMUNICACION,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.760.000,$ 364.000,9,Profesional,180,185,365,43,31,74,20.2%,63.6%,13.7%,2.5%,23,25,48, 80% <= X <= 100% , 554.7 , 6.0 ,65,10,30,40,10,0,10,10,0,Periodismo
I2S1C607J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,DISEÑO DE MODA Y MANAGEMENT,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.320.000,$ 371.289,9,Profesional,55,11,66,54,11,65,23.1%,52.3%,20.0%,4.6%,0,0,0, 80% <= X <= 100% , 621.7 , 6.2 ,35,10,20,25,35,0,10,10,0,Diseño de Vestuario
I2S1C608J1V1,2,Tecnología,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA CIVIL BIOMEDICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.080.000,$ 438.109,10,Profesional,35,16,51,34,15,49,24.5%,59.2%,12.2%,4.1%,0,0,0, 80% <= X <= 100% , 704.7 , 6.4 ,35,10,30,10,35,5,0,10,0,Ingeniería Civil en Biomédica
I2S1C654J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,"BACHILLERATO EN ARTES, ARQUITECTURA Y DISEÑO",Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.200.000,$ 364.000,4,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,20,10,30,25,25,0,10,0,0,Artes y Licenciatura en Artes
I2S1C655J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,BACHILLERATO EN CIENCIAS SOCIALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 5.600.000,$ 364.000,4,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,10,10,35,20,20,0,15,15,0,Bachillerato y/o Licenciatura en Ciencias Sociales
I2S1C656J1V1,2,Humanidades,Universidades,UNIVERSIDAD FINIS TERRAE,BACHILLERATO EN HUMANIDADES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 5.600.000,$ 364.000,4,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,30,10,35,30,10,0,15,0,0,Bachillerato y/o Licenciatura en Humanidades
I2S1C657J1V1,2,Salud,Universidades,UNIVERSIDAD FINIS TERRAE,BACHILLERATO EN MEDICINA Y CIENCIAS BIOMEDICAS,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 9.000.000,$ 364.000,2,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,40,10,20,20,30,0,0,20,0,Medicina
I2S1C658J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,CIENCIA POLITICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.000.000,$ 364.000,10,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,20,10,35,20,20,0,15,15,0,Ciencias Políticas
I2S1C659J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,SOCIOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 5.600.000,$ 364.000,10,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,20,10,35,20,20,0,15,15,0,Sociología
I2S1C669J1V1,2,Administración y Comercio,Universidades,UNIVERSIDAD FINIS TERRAE,DIRECCION EDITORIAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.110.000,$ 36.000,2,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,20,0,0,0,0,0,0,0,0,Otros Profesionales de Administración y Comercio
I2S1C670J1V1,2,Humanidades,Universidades,UNIVERSIDAD FINIS TERRAE,GESTION CULTURAL Y PATRIMONIO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.740.000,$ 36.000,2,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,20,0,0,0,0,0,0,0,0,Otros Profesionales de Humanidades
I2S1C673J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,PRODUCCION EN PROYECTOS Y PROCESOS ARTISTICOS CONTEMPORANEOS,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.740.000,$ 36.000,2,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,20,0,0,0,0,0,0,0,0,Otros Profesionales de Arte y Arquitectura
I3S1C10J1V1,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA CIVIL INDUSTRIAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.750.000,$ 318.000,11,Profesional,485,1106,1591,113,180,293,18.7%,66.7%,13.2%,1.4%,60,115,175, 80% <= X <= 100% , 737.3 , 6.3 ,260,10,30,10,35,5,10,10,0,Ingeniería Civil Industrial
I3S1C11J1V1,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA CIVIL EN INFORMATICA Y TELECOMUNICACIONES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.750.000,$ 318.000,11,Profesional,113,840,953,22,159,181,21.2%,59.4%,17.1%,2.2%,2,73,75, 80% <= X <= 100% , 758.4 , 6.3 ,170,10,30,10,35,5,10,10,0,Ingeniería Civil en Computación e Informática
I3S1C126J1V2,3,Arte y Arquitectura,Universidades,UNIVERSIDAD DIEGO PORTALES,ARTES VISUALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 5.557.000,$ 318.000,8,Profesional,178,52,231,49,15,64,18.9%,57.7%,21.2%,2.3%,24,7,31, 80% <= X <= 100% , 610.0 , 6.1 ,59,10,30,30,20,0,10,10,0,Artes y Licenciatura en Artes
I3S1C127J2V2,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA EN INDUSTRIA Y LOGISTICA,Metropolitana,Vespertina,CASA CENTRAL (SANTIAGO),$ 4.409.000,$ 318.000,8,Profesional,32,66,98,4,14,18,23.0%,69.0%,2.3%,5.7%,6,14,20, - , - , 5.8 ,30,0,0,0,0,0,0,0,0,Ingeniería Industrial
I3S1C12J1V1,3,Ciencias Sociales,Universidades,UNIVERSIDAD DIEGO PORTALES,PSICOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 8.089.000,$ 318.000,10,Profesional,841,386,1227,145,66,211,13.7%,41.5%,44.0%,0.7%,122,60,182, 80% <= X <= 100% , 800.2 , 6.5 ,206,10,20,35,25,0,10,10,0,Psicología
I3S1C13J1V1,3,Ciencias Sociales,Universidades,UNIVERSIDAD DIEGO PORTALES,PUBLICIDAD,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.993.000,$ 318.000,8,Profesional,327,173,500,100,38,138,17.1%,62.9%,18.3%,1.6%,83,62,145, 80% <= X <= 100% , 661.9 , 6.3 ,140,10,30,40,10,0,10,10,0,Publicidad
I3S1C151J1V1,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN LENGUA CASTELLANA Y COMUNICACION,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.734.000,$ 318.000,2,Profesional,20,13,33,0,0,0,28.1%,50.0%,18.8%,3.1%,17,13,30, - , - , 6.0 ,35,0,0,0,0,0,0,0,0,"Pedagogía en Lenguaje, Comunicación y/o Castellano"
I3S1C152J1V1,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.734.000,$ 318.000,2,Profesional,9,25,34,0,0,0,31.3%,50.0%,18.8%,0.0%,14,17,31, - , - , 6.0 ,35,0,0,0,0,0,0,0,0,"Pedagogía en Historia, Geografía y Ciencias Sociales"
I3S1C153J2V2,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA EN INFORMATICA Y GESTION,Metropolitana,Vespertina,CASA CENTRAL (SANTIAGO),$ 4.409.000,$ 318.000,8,Profesional,17,106,123,4,18,22,23.6%,61.8%,6.4%,8.2%,3,20,23, - , - , 5.9 ,40,0,0,0,0,0,0,0,0,Ingeniería en Computación e Informática
I3S1C155J1V1,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA EN CONTROL DE GESTION,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 5.557.000,$ 318.000,10,Profesional,229,212,441,55,55,110,23.6%,62.0%,10.5%,3.9%,35,43,78, 80% <= X <= 100% , 672.1 , 6.2 ,105,10,35,10,35,0,10,10,0,Ingeniería en Control de Gestión
I3S1C158J2V2,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Metropolitana,Vespertina,CASA CENTRAL (SANTIAGO),$ 4.409.000,$ 318.000,8,Profesional,92,66,158,18,14,32,18.2%,69.3%,6.6%,5.8%,20,12,32, - , - , 5.8 ,50,0,0,0,0,0,0,0,0,Administración de Empresas e Ing. Asociadas
I3S1C1J1V1,3,Derecho,Universidades,UNIVERSIDAD DIEGO PORTALES,DERECHO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 8.049.000,$ 318.000,10,Profesional,835,733,1568,134,134,268,15.4%,48.5%,35.5%,0.6%,101,82,183, 80% <= X <= 100% , 781.7 , 6.4 ,261,10,20,40,20,0,10,10,0,Derecho
I3S1C2J1V1,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA COMERCIAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.750.000,$ 318.000,10,Profesional,645,1095,1740,160,217,377,16.4%,58.7%,23.3%,1.6%,89,147,236, 80% <= X <= 100% , 687.0 , 6.2 ,375,10,35,10,35,0,10,10,0,Ingeniería Comercial
I3S1C300J1V1,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA CIVIL PLAN COMUN,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.750.000,$ 0,2,Profesional,36,144,180,34,134,168,18.4%,68.7%,12.3%,0.6%,0,0,0, 80% <= X <= 100% , 708.4 , 6.3 ,150,10,30,10,35,5,10,10,0,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería"
I3S1C310J1V1,3,Salud,Universidades,UNIVERSIDAD DIEGO PORTALES,OBSTETRICIA Y NEONATOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.863.000,$ 318.000,10,Profesional,269,10,279,60,0,60,20.7%,68.8%,10.1%,0.4%,46,2,48, 80% <= X <= 100% , 773.0 , 6.6 ,59,10,20,25,35,0,0,10,0,Obstetricia y Puericultura
I3S1C331J1V1,3,Salud,Universidades,UNIVERSIDAD DIEGO PORTALES,KINESIOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.766.000,$ 318.000,10,Profesional,219,233,452,37,55,92,24.7%,65.1%,8.2%,2.0%,45,35,80, 80% <= X <= 100% , 672.8 , 6.2 ,91,10,20,25,35,0,0,10,0,Kinesiología
I3S1C333J1V2,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN EDUCACION DIFERENCIAL CON MENCION EN DESARROLLO COGNITIVO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.734.000,$ 318.000,10,Profesional,68,5,73,65,5,70,17.8%,72.6%,5.5%,4.1%,0,0,0, 80% <= X <= 100% , 594.8 , 6.1 ,62,10,40,20,20,0,10,10,0,Pedagogía en Educación Diferencial
I3S1C355J1V2,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN INGLES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.920.000,$ 318.000,10,Profesional,139,75,214,64,41,105,25.0%,65.1%,6.1%,3.8%,0,0,0, 80% <= X <= 100% , 632.7 , 6.1 ,85,10,30,30,20,0,10,10,0,Pedagogía en Idiomas
I3S1C407J2V1,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,CONTADOR AUDITOR,Metropolitana,Vespertina,CASA CENTRAL (SANTIAGO),$ 4.409.000,$ 318.000,8,Profesional,83,68,151,12,11,23,20.8%,66.9%,3.1%,9.2%,33,15,48, - , - , 5.8 ,50,0,0,0,0,0,0,0,0,Contador Auditor
I3S1C41J1V1,3,Arte y Arquitectura,Universidades,UNIVERSIDAD DIEGO PORTALES,ARQUITECTURA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.597.000,$ 318.000,11,Profesional,440,363,803,91,54,145,14.2%,58.2%,26.9%,0.8%,49,44,93, 80% <= X <= 100% , 718.0 , 6.3 ,150,10,30,20,30,0,10,10,0,Arquitectura
I3S1C44J1V1,3,Ciencias Sociales,Universidades,UNIVERSIDAD DIEGO PORTALES,CIENCIA POLITICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.993.000,$ 318.000,8,Profesional,209,162,371,73,31,104,18.1%,58.6%,23.3%,0.0%,60,41,101, 80% <= X <= 100% , 662.1 , 6.2 ,90,10,30,25,20,0,15,15,0,Ciencias Políticas
I3S1C46J1V1,3,Salud,Universidades,UNIVERSIDAD DIEGO PORTALES,ENFERMERIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.280.000,$ 318.000,10,Profesional,438,117,555,90,23,113,23.5%,62.5%,13.4%,0.7%,82,19,101, 80% <= X <= 100% , 745.6 , 6.5 ,100,10,20,25,35,0,0,10,0,Enfermería
I3S1C48J1V1,3,Ciencias Sociales,Universidades,UNIVERSIDAD DIEGO PORTALES,LICENCIATURA EN HISTORIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.340.000,$ 318.000,8,Profesional,51,58,109,18,11,29,22.2%,63.9%,12.0%,1.9%,15,38,53, 80% <= X <= 100% , 604.6 , 5.9 ,30,10,30,25,10,0,25,25,0,Historia
I3S1C49J1V1,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA CIVIL EN OBRAS CIVILES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.750.000,$ 318.000,11,Profesional,106,376,482,22,62,84,20.7%,66.0%,11.1%,2.3%,15,62,77, 80% <= X <= 100% , 662.5 , 6.1 ,80,10,30,10,35,5,10,10,0,Ingeniería Civil en Obras Civiles
I3S1C4J1V2,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,CONTADOR AUDITOR-CONTADOR PUBLICO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 5.642.000,$ 318.000,10,Profesional,246,334,580,61,84,145,19.4%,71.5%,4.5%,4.7%,46,47,93, 80% <= X <= 100% , 667.6 , 6.2 ,138,10,35,10,35,0,10,10,0,Contador Auditor
I3S1C537J1V1,3,Ciencias Sociales,Universidades,UNIVERSIDAD DIEGO PORTALES,ADMINISTRACION PUBLICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.111.000,$ 318.000,10,Profesional,103,80,183,44,34,78,19.3%,69.6%,9.9%,1.1%,0,0,0, 80% <= X <= 100% , 659.3 , 6.2 ,75,10,35,20,25,0,10,10,0,Administración Pública
I3S1C538J1V1,3,Arte y Arquitectura,Universidades,UNIVERSIDAD DIEGO PORTALES,CINE Y REALIZACION AUDIOVISUAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.377.000,$ 318.000,9,Profesional,111,91,202,44,29,73,18.5%,61.0%,20.5%,0.0%,0,0,0, 80% <= X <= 100% , 677.2 , 6.3 ,65,10,30,40,10,0,10,10,0,Realizador de Cine y Televisión
I3S1C539J1V1,3,Ciencias Sociales,Universidades,UNIVERSIDAD DIEGO PORTALES,ANTROPOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.736.000,$ 318.000,9,Profesional,41,24,65,17,5,22,25.4%,50.8%,22.2%,1.6%,0,0,0, - , - , 6.0 ,35,10,30,25,20,0,15,15,0,Antropología
I3S1C540J1V2,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,BACHILLERATO EN ADMINISTRACION Y ECONOMIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 7.168.000,$ 159.000,4,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,85,10,40,20,20,0,10,10,0,Bachillerato y/o Licenciatura en Administración y Comercio
I3S1C54J1V1,3,Humanidades,Universidades,UNIVERSIDAD DIEGO PORTALES,LITERATURA CREATIVA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.340.000,$ 318.000,8,Profesional,174,89,263,33,25,58,23.3%,53.8%,21.3%,1.6%,45,19,64, 80% <= X <= 100% , 637.1 , 6.1 ,65,10,30,40,10,0,10,10,0,Licenciatura en Letras y Literatura
I3S1C55J1V1,3,Salud,Universidades,UNIVERSIDAD DIEGO PORTALES,MEDICINA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 11.784.000,$ 318.000,14,Profesional,277,203,480,38,29,67,25.7%,38.7%,35.4%,0.2%,44,39,83, 80% <= X <= 100% , 905.8 , 6.7 ,64,10,20,20,40,0,0,10,0,Medicina
I3S1C56J1V1,3,Salud,Universidades,UNIVERSIDAD DIEGO PORTALES,ODONTOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 11.784.000,$ 318.000,12,Profesional,293,118,411,47,21,68,22.7%,64.1%,12.0%,1.2%,54,30,84, 80% <= X <= 100% , 756.8 , 6.5 ,62,10,20,25,35,0,0,10,0,Odontología
I3S1C57J1V2,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN EDUCACION GENERAL BASICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.734.000,$ 318.000,10,Profesional,58,8,66,56,7,63,37.5%,56.3%,3.1%,3.1%,0,0,0, 80% <= X <= 100% , 602.1 , 6.0 ,55,10,40,20,20,0,10,10,0,Pedagogía en Educación Básica
I3S1C58J1V1,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN EDUCACION PARVULARIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.734.000,$ 318.000,8,Profesional,270,0,270,89,0,89,18.6%,69.9%,5.9%,5.6%,47,0,47, 80% <= X <= 100% , 567.7 , 6.1 ,66,10,40,25,15,0,10,10,0,Pedagogía en Educación de Párvulos
I3S1C62J1V1,3,Ciencias Sociales,Universidades,UNIVERSIDAD DIEGO PORTALES,SOCIOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.736.000,$ 318.000,9,Profesional,124,125,249,27,21,48,23.7%,51.5%,24.9%,0.0%,32,40,72, 80% <= X <= 100% , 619.8 , 6.0 ,49,10,30,25,20,0,15,15,0,Sociología
I3S1C63J1V1,3,Salud,Universidades,UNIVERSIDAD DIEGO PORTALES,TECNOLOGIA MEDICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 6.766.000,$ 318.000,10,Profesional,468,251,719,78,49,127,22.5%,67.8%,8.0%,1.7%,52,39,91, 80% <= X <= 100% , 748.0 , 6.5 ,129,10,20,25,35,0,0,10,0,Tecnología Médica
I3S1C655J1V1,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA MEDIA EN MATEMATICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 4.734.000,$ 318.000,2,Profesional,0,0,0,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,15,0,0,0,0,0,0,0,0,Pedagogía en Matemáticas y Computación
I3S1C655J1V2,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA MEDIA EN MATEMATICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),$ 2.367.000,$ 318.000,4,Profesional,3,4,7,0,0,0,s/i,s/i,s/i,s/i,0,0,0, - , - , s/i ,15,0,0,0,0,0,0,0,0,Pedagogía en Matemáticas y Computación
